"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"ENSG00000000003",248.731038210058,-0.723689234245405,0.285661448118193,-2.53338082199309,0.0112968147722412,0.0245723399238636,"No"
"ENSG00000000419",1771.56361394152,-0.154447225072489,0.0669958589999705,-2.30532494661434,0.0211483814036331,0.0422025373455669,"No"
"ENSG00000000457",924.106513880842,0.338411941766301,0.0696928588801799,4.85576208529655,1.19924620721061e-06,7.52729958066872e-06,"No"
"ENSG00000000460",302.647074694404,1.31165803021082,0.107733134738539,12.1750660406766,4.22052344752733e-34,5.48804194096215e-32,"No"
"ENSG00000000938",408.072871825596,0.820834530010984,0.281882346800945,2.9119756498644,0.00359150631973053,0.00904269954705418,"No"
"ENSG00000000971",363.839268881586,-0.235385918245737,0.301225449780445,-0.78142772603478,0.434550969307934,0.531427838167999,"No"
"ENSG00000001036",3118.35464093309,-0.0131130722606309,0.111362427402035,-0.117751314932197,0.90626470613231,0.931097045236157,"No"
"ENSG00000001084",1256.99254348838,-0.021192844742085,0.0600263240645991,-0.353059179823801,0.72404407449263,0.788433103970985,"No"
"ENSG00000001167",2209.12890550217,0.114388329803092,0.0653850822851201,1.74945608088841,0.0802122141710937,0.132103054144337,"No"
"ENSG00000001460",172.617243122944,-0.16462609359021,0.118092634139819,-1.39404201446887,0.163304917675767,0.239183970333193,"No"
"ENSG00000001461",1765.30066341867,0.195709371412079,0.0893003071772713,2.19158676602953,0.0284093583839956,0.0544701881877313,"No"
"ENSG00000001497",2168.45311909695,0.24360669156797,0.0368862651883701,6.60426558026203,3.99492799452887e-11,6.50385894424308e-10,"No"
"ENSG00000001561",1478.44536685311,0.0412072395278012,0.13812294762402,0.298337388802113,0.765445670673992,0.821226311744613,"No"
"ENSG00000001617",18.108141255519,-1.13021092789319,0.261046606884649,-4.32953694124286,1.49423204525678e-05,7.12810576855632e-05,"No"
"ENSG00000001629",3942.65254524987,0.0443386196399248,0.0596045943995828,0.74387922754215,0.456949543347545,0.55290977043704,"No"
"ENSG00000001630",4219.49418698328,-0.193356667675302,0.0771718513625294,-2.50553361441301,0.0122266775828958,0.0263419226812682,"No"
"ENSG00000001631",2076.74336616926,-0.126758287486212,0.0663076023152458,-1.9116705032338,0.0559184699953795,0.0969493989468278,"No"
"ENSG00000002016",412.157280536628,0.200215456427858,0.0748785209386659,2.67387034249591,0.00749814349724465,0.0171363059515779,"No"
"ENSG00000002330",1269.49392021577,-0.381269580587934,0.0729950190348998,-5.2232273602894,1.75831278159913e-07,1.3423785648913e-06,"No"
"ENSG00000002549",7036.12504505202,0.0280305609591956,0.0990465963458594,0.283003777952309,0.77717394095874,0.831066467530953,"No"
"ENSG00000002586",1152.29576839637,0.67222421762397,0.277480485786827,2.42259997389655,0.0154098850011665,0.0321584419339937,"No"
"ENSG00000002587",25.3774962984248,0.417049867115051,0.247572972915805,1.68455329434074,0.092074788932982,0.148485147299108,"No"
"ENSG00000002745",175.723286466605,0.0237437208204229,0.207028968868699,0.114687915175202,0.908692493011542,0.933036037536841,"No"
"ENSG00000002822",544.940510134397,0.29006061065067,0.0670739993762403,4.32448658717402,1.52887505260401e-05,7.27958343615256e-05,"No"
"ENSG00000002834",5312.53839569223,0.167350722891598,0.0837473571772254,1.99828064469488,0.0456862426945829,0.081516131507553,"No"
"ENSG00000002919",900.104614498528,-0.00793839227231378,0.0624108808299679,-0.127195645482734,0.89878555179054,0.925212742062008,"No"
"ENSG00000002933",122.321926011403,-0.823151804331099,0.31165378138802,-2.64123798102179,0.0082603673703791,0.01862486904016,"No"
"ENSG00000003056",5144.67358767895,0.170500078834699,0.0620430110477761,2.74809484509714,0.005994266665022,0.014113836989897,"No"
"ENSG00000003137",10.2944554806315,-0.866380555361119,0.218726851561361,-3.96101598489872,7.46315358797314e-05,0.000298523192920707,"No"
"ENSG00000003147",705.405869065429,-0.0772049500397095,0.201258828297911,-0.383610252989389,0.701267339607129,0.769911931026347,"No"
"ENSG00000003249",71.9539197242136,-0.683205540154984,0.191487680784687,-3.56788247345894,0.000359877846318559,0.00119416167147688,"No"
"ENSG00000003393",1050.97244052513,0.176048484590207,0.0870823678820004,2.02163180528989,0.0432144037519049,0.0777319328531586,"No"
"ENSG00000003400",10016.0351683838,-0.146613858876153,0.0813124649813201,-1.80309204634043,0.0713737600683197,0.119559352906997,"No"
"ENSG00000003402",31766.6197491127,-0.421349133308982,0.105375001947633,-3.99856821372467,6.37268156079479e-05,0.000259792469372611,"No"
"ENSG00000003436",139.710950871241,-0.664605071065993,0.261869642313298,-2.5379233163303,0.0111512415564787,0.024284286571873,"No"
"ENSG00000003509",711.02169712881,0.0204296512790747,0.0594220019530662,0.343806176291584,0.73099205506674,0.793874395340378,"No"
"ENSG00000003756",7874.83612187848,-0.155522655384317,0.0545818532314958,-2.84934728626207,0.00438090315775458,0.0107483480380553,"No"
"ENSG00000003987",109.823417335029,-0.243813047082364,0.083001042654212,-2.93746969056889,0.00330902515929389,0.00843152997289107,"No"
"ENSG00000004059",2865.4830747249,0.045696175250896,0.0769387772152611,0.593929055085528,0.552559564820898,0.642114738754913,"No"
"ENSG00000004139",927.006575272381,-0.00974345486199668,0.106978887303624,-0.091078296919869,0.927430377505877,0.946975999727998,"No"
"ENSG00000004142",3247.3885968648,0.202158849649311,0.046426677040219,4.35436827568303,1.33451195807635e-05,6.45323620802037e-05,"No"
"ENSG00000004399",392.647665872118,0.244491412047632,0.255507402924853,0.956885825024566,0.338624886600308,0.436017670058724,"No"
"ENSG00000004455",3556.54639475867,0.427681366674409,0.057234642214646,7.47242142390764,7.87323840151075e-14,2.03965449848906e-12,"No"
"ENSG00000004468",19759.8738847936,-0.233840473118959,0.0863343383414074,-2.70854537848245,0.00675788698842543,0.0156629728900316,"No"
