"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"ENSG00000000460",302.647074694404,1.31165803021082,0.107733134738539,12.1750660406766,4.22052344752733e-34,5.48804194096215e-32,"No"
"ENSG00000000938",408.072871825596,0.820834530010984,0.281882346800945,2.9119756498644,0.00359150631973053,0.00904269954705418,"No"
"ENSG00000004700",1593.75277411564,0.615620062994331,0.0712008958816683,8.64624040710745,5.32239231551906e-18,2.40522011478221e-16,"No"
"ENSG00000005189",122.772468828588,1.37140862500808,0.116201837070213,11.8019530464001,3.81356248829048e-32,4.46874139252876e-30,"No"
"ENSG00000006042",118.807511222301,1.85447408516391,0.347896933049573,5.33052725963427,9.79280320868557e-08,7.93622632372568e-07,"No"
"ENSG00000006118",114.546345640521,1.47129006819332,0.285955555355447,5.14517043169342,2.67278043716605e-07,1.95748145752477e-06,"No"
"ENSG00000006530",1547.84261081292,0.562711675824023,0.0501689961893612,11.2163231988953,3.39076814119664e-29,3.33370399443016e-27,"No"
"ENSG00000006625",562.759921317488,0.646920184984983,0.0885498661089675,7.30571612823104,2.75793881898501e-13,6.50131659609858e-12,"No"
"ENSG00000007372",21.4554067010326,0.719297676700994,0.24502971931064,2.9355527922272,0.00332953950415594,0.00846988119478266,"No"
"ENSG00000007968",1128.55743652611,2.1464227932921,0.161162997539794,13.3183350152203,1.81101339792369e-40,3.57852696423058e-38,"No"
"ENSG00000008277",384.353453262003,0.826496365789675,0.181780290815063,4.54667754179425,5.44993984855292e-06,2.91362168826483e-05,"No"
"ENSG00000008394",197.004756192104,1.35683961026149,0.35637681934845,3.80731724566751,0.000140482483193282,0.000518956093981047,"No"
"ENSG00000008513",1992.75444354992,1.16683469704888,0.214536543853867,5.4388621914394,5.36219097702502e-08,4.64037744354199e-07,"No"
"ENSG00000008516",220.157060045154,0.777595991388054,0.270323848042948,2.8765349302978,0.00402067692434326,0.0099750930362647,"No"
"ENSG00000008517",154.216953533993,3.57678985791578,0.288431013923393,12.4008504122437,2.58564785839948e-35,3.56943373876997e-33,"No"
"ENSG00000009694",172.623077060332,1.66563203701713,0.332030941278925,5.01649644638962,5.26222492740537e-07,3.60134778275362e-06,"No"
"ENSG00000009790",2457.40749065898,1.00276421999052,0.176862692561759,5.66973286149856,1.43020342860942e-08,1.39322136798564e-07,"No"
"ENSG00000010165",1419.79713593548,0.704896921559866,0.0995878763387901,7.07813990492038,1.46102189912782e-12,3.04518059740654e-11,"No"
"ENSG00000010292",1802.95452268223,0.997940315749567,0.0857661161980581,11.6356010973499,2.71669500146313e-31,3.05893786337929e-29,"No"
"ENSG00000010319",141.426792752576,1.12537630965517,0.251328947746424,4.47770270693454,7.54505732980197e-06,3.85741243968049e-05,"No"
"ENSG00000010539",299.61757886866,0.570792443482835,0.090588169558748,6.30096011723326,2.95807509110852e-10,4.09197003852383e-09,"No"
"ENSG00000010810",466.133952579847,1.2250674578874,0.208785319871494,5.86759384539784,4.4216475195848e-09,4.78873217395119e-08,"No"
"ENSG00000011143",264.88476692474,0.574801649449961,0.103231702853703,5.5680729229523,2.57572033837836e-08,2.37048600091397e-07,"No"
"ENSG00000011332",21.2983753468458,1.42520133325008,0.140017943479295,10.1787049419193,2.4682428774512e-24,1.78306219337021e-22,"No"
"ENSG00000011426",272.43857745688,1.7752576767332,0.149867081561006,11.8455477896963,2.26930660820614e-32,2.7063831176565e-30,"No"
"ENSG00000011590",57.6879856187548,0.719376959116763,0.201016525901581,3.57869561166814,0.000345313363755065,0.00115209250893616,"No"
"ENSG00000011677",67.0857335428546,2.16632548241084,0.406755741220018,5.32586332011736,1.00474664813224e-07,8.12627154618991e-07,"No"
"ENSG00000012048",503.915594588311,1.39609412187896,0.117190501598271,11.9130313706205,1.01228923479626e-32,1.22171793576758e-30,"No"
"ENSG00000013725",82.0497413127233,1.0590000022799,0.233200834804709,4.54115013424693,5.59481707073468e-06,2.975291241706e-05,"No"
"ENSG00000013810",830.837560396202,1.49134404282443,0.101757256622578,14.6558986781246,1.23511560436326e-48,5.18619895957116e-46,"No"
"ENSG00000014138",652.094758309324,0.740795158961893,0.0795808660925415,9.30870943400454,1.29394978885751e-20,7.20429778851466e-19,"No"
"ENSG00000014914",133.725806413468,1.86697902398452,0.201493680156938,9.26569519466008,1.93810608454404e-20,1.06148174277133e-18,"No"
"ENSG00000019549",28.832107338031,1.25111384065719,0.30142205772617,4.15070433164442,3.3145371358587e-05,0.000145925067656689,"No"
"ENSG00000021826",219.867252451028,1.02870272118625,0.213406863344804,4.82038255500792,1.43283190139668e-06,8.80717504502898e-06,"No"
"ENSG00000023909",329.703870691101,0.581772462158067,0.0998068806836842,5.82898151082254,5.57666811166661e-09,5.90324295118911e-08,"No"
"ENSG00000024526",218.901976864648,2.0038298597006,0.165085687758502,12.1381198267892,6.63327488647353e-34,8.57010611133808e-32,"No"
"ENSG00000025423",36.8950536964539,1.02800628731031,0.140261623803587,7.32920566177004,2.31520864005315e-13,5.54851725805841e-12,"No"
"ENSG00000026652",136.615491303897,0.922533544980904,0.217132215567806,4.24871796462102,2.14997394149837e-05,9.87078013460129e-05,"No"
"ENSG00000027869",54.6094104538253,2.28961298731381,0.227641587373066,10.0579732101478,8.4724586914859e-24,5.97071345898246e-22,"No"
"ENSG00000029153",178.608741194098,1.120994636229,0.251708488977501,4.45354322686036,8.44646933201516e-06,4.26984172025998e-05,"No"
"ENSG00000029993",1136.23511346088,1.09706013109567,0.16503019573417,6.64763273299881,2.97844357504946e-11,4.99006901538835e-10,"No"
"ENSG00000031691",178.159961770371,0.795790556038088,0.126998725144797,6.26613027123517,3.70130723854387e-10,4.99561502335886e-09,"No"
"ENSG00000033122",46.9911820796066,1.56357218724916,0.162365247599151,9.62996829906186,5.97479085135275e-22,3.68262720516865e-20,"No"
"ENSG00000033867",295.364713890504,0.650586263017499,0.225251609003155,2.88826466499685,0.00387373777213924,0.00964963351841137,"No"
"ENSG00000034053",135.896404362399,1.76254609469909,0.372159113536685,4.73600143215451,2.17976047316399e-06,1.2864735676902e-05,"No"
"ENSG00000035499",238.971558679359,1.5920964071449,0.145114737336955,10.9712937249652,5.25155461770985e-28,4.76779654594334e-26,"No"
"ENSG00000036448",63.8612776662318,1.802436347247,0.320408883025304,5.62542564434661,1.85051104633565e-08,1.75846535308322e-07,"No"
"ENSG00000036672",87.3905828014849,1.55449417450104,0.297842331631336,5.21918481495494,1.79712364539305e-07,1.36889747063103e-06,"No"
"ENSG00000040275",391.835659927149,0.94238353172597,0.0860545836813842,10.9509975112439,6.57198515973654e-28,5.88703826197734e-26,"No"
"ENSG00000040341",1225.49119897557,0.511798499886298,0.064789969778759,7.8993477174624,2.80366737922231e-15,9.01242679876008e-14,"No"
"ENSG00000041515",10.9376344224889,0.732256634404993,0.226881649032252,3.22748286398826,0.0012488452088603,0.00359218997924638,"No"
